id	categories	canonical	display	expected	target	status	path_id
Branch Dead	Junks	Decayed Branch	Branch Dead	腐烂的树枝	腐烂的树枝	covered	84340
Breadfruit	Junks	Breadfruit	Breadfruit	面包果	面包果	covered	84342
Breakerhead	Equips	Breakerhead	Breakerhead	碎甲重锤	碎甲重锤	covered	84009
BreezeguardChest	Cosmetics,Equips	Breezeguard Chest	Breezeguard Chest	风之守卫胸甲	风之守卫胸甲	covered	83542
BreezeguardFeet	Cosmetics,Equips	Breezeguard Shoes	Breezeguard Shoes	风之守卫鞋	风之守卫鞋	covered	83543
BreezeguardLegs	Cosmetics,Equips	Breezeguard Legs	Breezeguard Legs	风之守卫护腿	风之守卫护腿	covered	83544
Brick Red	Junks	Brick	Brick Red	砖	砖	covered	84343
Brimblade	Cosmetics,Equips	Brimblade	Brimblade	炽焰之刃	炽焰之刃	covered	84010
Broad Sword	Cosmetics,Equips	Broad Sword	Broad Sword	阔剑	阔剑	covered	84011
Broken Navigation	Junks	Broken Navigation	Broken Navigation	破损导航器	破损导航器	covered	84344
Bronze Crescent	Cosmetics,Equips	Bronze Crescent	Bronze Crescent	青铜新月	青铜新月	covered	83497
Bronze Plugs	Cosmetics,Equips	Bronze Plugs	Bronze Plugs	青铜耳塞	青铜耳塞	covered	83498
Bronze Visage	Cosmetics,Equips	Bronze Visage	Bronze Visage	青铜面容	青铜面容	covered	83831
Bubblebeast Hood	Cosmetics,Equips	Bubblebeast Hood	Bubblebeast Hood	泡泡兽兜帽	泡泡兽兜帽	covered	83832
Buckler	Cosmetics,Equips	Buckler	Buckler	小圆盾	小圆盾	covered	83969
Bud	Cosmetics,Monsters	Driftbud Pet | Venom Bud	Venom Bud	毒芽	毒芽	covered	84842
Bud	Cosmetics,Monsters	Driftbud Pet | Venom Bud	Venom Bud Card	毒芽卡片	毒芽卡片	covered	82486
Bud	Cosmetics,Monsters	Driftbud Pet | Venom Bud	Venom Bud Pet	漂流花蕾宠物	漂流花蕾宠物	covered	83273
Bullcrest Helm	Cosmetics,Equips	Bullcrest Helm	Bullcrest Helm	牛冠头盔	牛冠头盔	covered	83833
Bumble	Monsters	Bumblebee	Bumblebee	大黄蜂	大黄蜂	covered	84843
Bumble	Monsters	Bumblebee	Bumblebee Card	大黄蜂卡片	大黄蜂卡片	covered	82487
Bunny	Monsters	Bunny	Bunny	兔子	兔子	covered	84844
Bunny	Monsters	Bunny	Bunny Card	兔子卡片	兔子卡片	covered	82488
Bunny Backpack	Cosmetics,Equips	Bunny Backpack	Bunny Backpack	兔子背包	兔子背包	covered	83672
Bunny Cap	Cosmetics,Equips	Bunny Cap	Bunny Cap	兔子帽	兔子帽	covered	83834
Burning	Statuses	Burning	Burning	燃烧	燃烧	covered	85499
BurningImmunity	Statuses	Burning Immunity	Burning Immunity	燃烧免疫	燃烧免疫	covered	85500
Burrow	Cosmetics,Monsters	Digger | Duglas Pet	Digger	掘地者	掘地者	covered	84845
Burrow	Cosmetics,Monsters	Digger | Duglas Pet	Digger Card	掘地者卡片	掘地者卡片	covered	82489
Burrow	Cosmetics,Monsters	Digger | Duglas Pet	Digger Pet	杜格拉斯宠物	杜格拉斯宠物	covered	83274
Butterfly Fairy	Cosmetics,Monsters	Fairy | Glenwing Fairy Pet	Fairy	仙灵	仙灵	covered	84846
Butterfly Fairy	Cosmetics,Monsters	Fairy | Glenwing Fairy Pet	Fairy Card	仙灵卡片	仙灵卡片	covered	82490
Butterfly Fairy	Cosmetics,Monsters	Fairy | Glenwing Fairy Pet	Fairy Pet	格伦翼精灵宠物	格伦翼精灵宠物	covered	83275
Butterfly Hue	Monsters	Sprite	Sprite	精灵	精灵	covered	84847
Butterfly Hue	Monsters	Sprite	Sprite Card	精灵卡片	精灵卡片	covered	82491
Butterfly Pixie	Monsters	Pixie	Pixie	小精灵	小精灵	covered	84848
Butterfly Pixie	Monsters	Pixie	Pixie Card	小精灵卡片	小精灵卡片	covered	82492
Cacti	Monsters	Cacti	Cacti	仙人掌	仙人掌	covered	84849
Cacti	Monsters	Cacti	Cacti Card	仙人掌卡片	仙人掌卡片	covered	82493
Cactus	Cosmetics,Monsters	Cactus | Spinebloom Pet	Cactus	仙人掌	仙人掌	covered	84851
Cactus	Cosmetics,Monsters	Cactus | Spinebloom Pet	Cactus Card	仙人掌卡片	仙人掌卡片	covered	82495
Cactus	Cosmetics,Monsters	Cactus | Spinebloom Pet	Cactus Pet	棘花宠物	棘花宠物	covered	83276
Cactus Boss	Monsters	Cactus King	Cactus Boss	仙人掌王	仙人掌王	covered	85665
Cactus Boss	Monsters	Cactus King	Cactus King	仙人掌王	仙人掌王	covered	84850
Cactus Boss	Monsters	Cactus King	Cactus King Card	仙人掌王卡片	仙人掌王卡片	covered	82494
Cactus Pulp	Junks	Cactus Pulp	Cactus Pulp	仙人掌果肉	仙人掌果肉	covered	84345
Caged Spirit	Cosmetics,Equips	Caged Spirit	Caged Spirit	笼中之灵	笼中之灵	covered	83673
Camphor	Junks	Camphor	Camphor	樟木	樟木	covered	84346
Can Empty	Junks	Empty Can	Can Empty	空罐	空罐	covered	84347
Candy Cane	Junks	Candy Cane	Candy Cane	拐杖糖	拐杖糖	covered	84348
Canned Bread	Junks	Canned Bread	Canned Bread	罐头面包	罐头面包	covered	84349
Canned Crow Bamboo	Junks	Canned Crow Bamboo	Canned Crow Bamboo	乌竹罐头	乌竹罐头	covered	84350
Carbonate	Junks	Carbonate	Carbonate	碳酸盐	碳酸盐	covered	84351
Cardboard Chick	Cosmetics,Equips	Cardboard Chick	Cardboard Chick	纸板小鸡	纸板小鸡	covered	83835
Cardweaver	Archetypes	Cardweaver	Cardweaver	卡牌织法师	卡牌织法师	covered	82382
Caribou Meat	Junks	Caribou Meat	Caribou Meat	驯鹿肉	驯鹿肉	covered	84352
Carp	Junks	Carp	Carp	鲤鱼	鲤鱼	covered	84353
Cast	Artifacts	Spellweaver	Spellweaver	法术织者	法术织者	covered	82413
CastReady	Statuses	Cast Ready	Cast Ready	施法就绪	施法就绪	covered	85501
CastSpd Gem	Gems	Focus Gem	Focus Gem	专注宝石	专注宝石	covered	84189
Casual_Back_1	Cosmetics	Brown Backpack	Brown Bag	棕色背包	棕色背包	covered	82864
Casual_Back_10	Cosmetics	Traveler's Backpack	Travel Backpack	旅行者背包	旅行者背包	covered	82865
Casual_Back_16	Cosmetics	Red Bag	Red Bag	红色背包	红色背包	covered	82866
Casual_Back_2	Cosmetics	School Bag	School Bag	书包	书包	covered	82867
Casual_Back_3	Cosmetics	Hipster Backpack	Hipster Backpack	潮人背包	潮人背包	covered	82868
Casual_Back_4	Cosmetics	Black Bag	Brown Bag	棕色背包	棕色背包	covered	82869
Casual_Back_5	Cosmetics	Cream Bag	White Bag	米白背包	米白背包	covered	82870
Casual_Back_6	Cosmetics	Blue Bag	Blue Bag	蓝色背包	蓝色背包	covered	82871
Casual_Back_7	Cosmetics	Leather Backpack	Leather Backpack	皮革背包	皮革背包	covered	82872
Casual_Back_8	Cosmetics	Traveler's Bag	Stylish Bag	旅行包	旅行包	covered	82873
Casual_Chest_1	Cosmetics	Duck Top	Duck Top	鸭子上装	鸭子上装	covered	82878
Casual_Chest_10	Cosmetics	Yellow Sweater	Yellow Sweater	黄色毛衣	黄色毛衣	covered	82879
Casual_Chest_11	Cosmetics	Blue Sweater	Blue Sweater	蓝色毛衣	蓝色毛衣	covered	82880
Casual_Chest_12	Cosmetics	Red Sweater	Red Sweater	红色毛衣	红色毛衣	covered	82881
Casual_Chest_14	Cosmetics	Purple Sweater	Purple Sweater	紫色毛衣	紫色毛衣	covered	82882
Casual_Chest_15	Cosmetics	Pink Sweater	Pink Sweater	粉色毛衣	粉色毛衣	covered	82883
Casual_Chest_16	Cosmetics	Grey Sweater	Grey Sweater	灰色毛衣	灰色毛衣	covered	82884
Casual_Chest_17	Cosmetics	Monster Top	Monster Top	怪物上装	怪物上装	covered	82885
Casual_Chest_18	Cosmetics	Green Sweater	Green Sweater	绿色毛衣	绿色毛衣	covered	82886
Casual_Chest_19	Cosmetics	Brown Sweater	Brown Sweater	棕色毛衣	棕色毛衣	covered	82887
Casual_Chest_20	Cosmetics	Black Sweater	Black Sweater	黑色毛衣	黑色毛衣	covered	82888
Casual_Chest_21	Cosmetics	Cute Sweater	Cute Sweater	可爱的毛衣	可爱的毛衣	covered	82889
Casual_Chest_22	Cosmetics	Plum Sweater	Purple Sweater	紫色毛衣	紫色毛衣	covered	82890
Casual_Chest_23	Cosmetics	Yellow Hoodie	Yellow Hoodie	黄色连帽衫	黄色连帽衫	covered	82891
Casual_Chest_24	Cosmetics	Orange Hoodie	Orange Hoodie	橙色连帽衫	橙色连帽衫	covered	82892
Casual_Chest_25	Cosmetics	Blue Hoodie	Blue Hoodie	蓝色连帽衫	蓝色连帽衫	covered	82893
Casual_Chest_26	Cosmetics	Navy Hoodie	Navy Hoodie	海军蓝连帽衫	海军蓝连帽衫	covered	82894
Casual_Chest_27	Cosmetics	White Bomber Jacket	White Bomber Jacket	白色爆破夹克	白色爆破夹克	covered	82895
Casual_Chest_28	Cosmetics	Black Bomber Jacket	Black Bomber Jacket	黑色爆破夹克	黑色爆破夹克	covered	82896
Casual_Chest_29	Cosmetics	Blue Bomber Jacket	Blue Bomber Jacket	蓝色爆破夹克	蓝色爆破夹克	covered	82897
Casual_Chest_3	Cosmetics	White T-Shirt	White T	白色 T 恤	白色 T 恤	covered	82898
Casual_Chest_30	Cosmetics	Stylish Bomber Jacket	Stylish Bomber Jacket	时尚飞行员夹克	时尚飞行员夹克	covered	82899
Casual_Chest_31	Cosmetics	Brown Shirt	Brown Shirt	棕色衬衫	棕色衬衫	covered	82900
Casual_Chest_32	Cosmetics	Blue Shirt	Blue Shirt	蓝色衬衫	蓝色衬衫	covered	82901
Casual_Chest_33	Cosmetics	White Jersey	White Jersey	白色球衣	白色球衣	covered	82902
Casual_Chest_35	Cosmetics	Formal Shirt	Formal Shirt	正装衬衫	正装衬衫	covered	82903
Casual_Chest_36	Cosmetics	Blue Formal Shirt	Blue Formal Shirt	蓝色正装衬衫	蓝色正装衬衫	covered	82904
Casual_Chest_37	Cosmetics	Smart Casual Shirt	Smart Casual Shirt	商务休闲衬衫	商务休闲衬衫	covered	82905
Casual_Chest_38	Cosmetics	Yellow School Uniform Top	Yellow School Wear	黄色校服上装	黄色校服上装	covered	82906
Casual_Chest_39	Cosmetics	Pink School Uniform Top	Pink School Wear	粉色校服上装	粉色校服上装	covered	82907
Casual_Chest_40	Cosmetics	Black School Uniform Top	Black School Wear	黑色校服上装	黑色校服上装	covered	82908
Casual_Chest_41	Cosmetics	Blue School Uniform Top	Blue School Wear	蓝色校服上装	蓝色校服上装	covered	82909
Casual_Chest_42	Cosmetics	Captain Top	Captain Top	托普船长	托普船长	covered	82910
Casual_Chest_43	Cosmetics	Sailor Top	Sailor Top	水手上衣	水手上衣	covered	82911
Casual_Chest_44	Cosmetics	White Dress Shirt	White Dress Shirt	白色正装衬衫	白色正装衬衫	covered	82912
Casual_Chest_45	Cosmetics	Yellow Dress Shirt	Yellow Dress Shirt	黄色正装衬衫	黄色正装衬衫	covered	82913
Casual_Chest_46	Cosmetics	Purple Dress Shirt	Purple Dress Shirt	紫色正装衬衫	紫色正装衬衫	covered	82914
Casual_Chest_49	Cosmetics	Business Graduation Gown	Business Graduation Gown	商务毕业服	商务毕业服	covered	82915
Casual_Chest_5	Cosmetics	Black T-Shirt	Black T	黑色 T 恤	黑色 T 恤	covered	82916
Casual_Chest_50	Cosmetics	Science Graduation Gown	Science Graduation Gown	科学毕业服	科学毕业服	covered	82917
Casual_Chest_51	Cosmetics	Firefighter Top	Fireman Top	消防员上装	消防员上装	covered	82918
Casual_Chest_53	Cosmetics	Bandit Top	Bandit Top	盗匪上装	盗匪上装	covered	82919
Casual_Chest_54	Cosmetics	Royal Coat	Royal Top	皇家外套	皇家外套	covered	82920
Casual_Chest_55	Cosmetics	Hexweaver Robe	Hexweaver Robe	织妖长袍	织妖长袍	covered	82921
Casual_Chest_56	Cosmetics	Witch's Robe	Witches Robe	女巫长袍	女巫长袍	covered	82922
Casual_Chest_57	Cosmetics	Bunny Top	Bunny Top	兔子上装	兔子上装	covered	82923
Casual_Chest_58	Cosmetics	Dino Top	Dino Top	恐龙上装	恐龙上装	covered	82924
Casual_Chest_59	Cosmetics	Bear Top	Bear Top	熊上装	熊上装	covered	82925
Casual_Chest_6	Cosmetics	Yellow T-Shirt	Yellow T	黄色 T 恤	黄色 T 恤	covered	82926
Casual_Chest_60	Cosmetics	Neko Top	Neko Top	猫咪上装	猫咪上装	covered	82927
Casual_Chest_61	Cosmetics	Festive Top	Festive Top	节日上装	节日上装	covered	82928
Casual_Chest_62	Cosmetics	Red Boxing Top	Red Boxing Top	红色拳击上衣	红色拳击上衣	covered	82929
Casual_Chest_63	Cosmetics	Shark Top	Shark Top	鲨鱼上装	鲨鱼上装	covered	82930
Casual_Chest_64	Cosmetics	Football Top	Football Top	足球上装	足球上装	covered	82931
Casual_Chest_7	Cosmetics	Blue T-Shirt	Blue T	蓝色 T 恤	蓝色 T 恤	covered	82932
Casual_Chest_70	Cosmetics	Tuxedo Top	Tuxedo Top	燕尾服上衣	燕尾服上衣	covered	82933
Casual_Eyewear_10	Cosmetics	Diva Shades	Diva Shades	天后墨镜	天后墨镜	covered	82971
Casual_Eyewear_13	Cosmetics	Snow Goggles	Snow Goggles	雪地护目镜	雪地护目镜	covered	82972
Casual_Eyewear_14	Cosmetics	Diver Goggles	Diver Goggles	潜水镜	潜水镜	covered	82973
Casual_Eyewear_15	Cosmetics	Aviator Goggles	Aviator Goggles	飞行员护目镜	飞行员护目镜	covered	82974
Casual_Eyewear_17	Cosmetics	Red Bandit Mask	Red Bandit Mask	红色盗匪面具	红色盗匪面具	covered	82975
Casual_Eyewear_3	Cosmetics	Hipster Specs	Hipster Specs	潮人眼镜	潮人眼镜	covered	82976
Casual_Eyewear_4	Cosmetics	Stylish Specs	Stylish Specs	时尚眼镜	时尚眼镜	covered	82977
Casual_Eyewear_8	Cosmetics	Star Glasses	Star Glasses	明星眼镜	明星眼镜	covered	82978
Casual_Feet_1	Cosmetics	Blue Dress Shoes	Blue Dress Shoes	蓝色正装鞋	蓝色正装鞋	covered	82990
Casual_Feet_10	Cosmetics	White School Shoes	School Shoes	白色学院鞋	白色学院鞋	covered	82991
Casual_Feet_11	Cosmetics	Cream School Shoes	School Shoes	白色学院鞋	白色学院鞋	covered	82992
Casual_Feet_12	Cosmetics	Black Dress Shoes	Dress Shoes	黑色正装鞋	黑色正装鞋	covered	82993
Casual_Feet_13	Cosmetics	Tan Dress Shoes	Dress Shoes	黑色正装鞋	黑色正装鞋	covered	82994
Casual_Feet_14	Cosmetics	Amber Dress Shoes	Dress Shoes	黑色正装鞋	黑色正装鞋	covered	82995
Casual_Feet_15	Cosmetics	Brown Dress Shoes	Dress Shoes	黑色正装鞋	黑色正装鞋	covered	82996
Casual_Feet_16	Cosmetics	Tuxedo Shoes	Tuxedo Shoes	燕尾服鞋	燕尾服鞋	covered	82997
Casual_Feet_17	Cosmetics	Violet Boots	Violet Boots	紫罗兰长靴	紫罗兰长靴	covered	82998
Casual_Feet_18	Cosmetics	Black Boots	Black Boots	黑色长靴	黑色长靴	covered	82999
Casual_Feet_19	Cosmetics	Black Sneakers	Black Sneakers	黑色运动鞋	黑色运动鞋	covered	83000
Casual_Feet_2	Cosmetics	Green Sneakers	Green Sneakers	绿色运动鞋	绿色运动鞋	covered	83001
Casual_Feet_20	Cosmetics	Firefighter Shoes	Fireman Shoes	消防员鞋	消防员鞋	covered	83002
Casual_Feet_21	Cosmetics	Grey High-Tops	Grey Hightops	灰色高帮鞋	灰色高帮鞋	covered	83003
Casual_Feet_22	Cosmetics	Hiking Boots	Hiking Boots	登山靴	登山靴	covered	83004
Casual_Feet_23	Cosmetics	Forest Boots	Forest Boots	森林长靴	森林长靴	covered	83005
Casual_Feet_24	Cosmetics	Heavy-Duty Boots	Heavy Duty Shoes	重型靴子	重型靴子	covered	83006
Casual_Feet_25	Cosmetics	Royal Shoes	Royal Shoes	皇家鞋	皇家鞋	covered	83007
Casual_Feet_27	Cosmetics	Bandit Shoes	Bandit Shoes	盗匪鞋	盗匪鞋	covered	83008
Casual_Feet_28	Cosmetics	Dress Boots	Dress Boots	正装靴	正装靴	covered	83009
Casual_Feet_29	Cosmetics	Brown Pointed Boots	Pointed Boots	棕色尖头靴子	棕色尖头靴子	covered	83010
Casual_Feet_3	Cosmetics	Yellow Sneakers	Yellow Sneakers	黄色运动鞋	黄色运动鞋	covered	83011
Casual_Feet_30	Cosmetics	Dark Pointed Boots	Pointed Boots	棕色尖头靴子	棕色尖头靴子	covered	83012
Casual_Feet_32	Cosmetics	Brown Witch Shoes	Witch Shoes	棕色女巫鞋	棕色女巫鞋	covered	83013
Casual_Feet_33	Cosmetics	Violet Witch Shoes	Witch Shoes	棕色女巫鞋	棕色女巫鞋	covered	83014
Casual_Feet_34	Cosmetics	Elf Shoes	Elf Shoes	精灵鞋	精灵鞋	covered	83015
Casual_Feet_35	Cosmetics	Bunny Shoes	Bunny Shoes	兔子鞋	兔子鞋	covered	83016
Casual_Feet_36	Cosmetics	Dino Shoes	Dino Shoes	恐龙鞋	恐龙鞋	covered	83017
Casual_Feet_37	Cosmetics	Bear Shoes	Bear Shoes	熊鞋	熊鞋	covered	83018
Casual_Feet_38	Cosmetics	Neko Shoes	Neko Shoes	猫咪鞋	猫咪鞋	covered	83019
Casual_Feet_39	Cosmetics	Festive Slippers	Festive Slippers	节日拖鞋	节日拖鞋	covered	83020
Casual_Feet_4	Cosmetics	Orange Sneakers	Orange Sneakers	橙色运动鞋	橙色运动鞋	covered	83021
Casual_Feet_40	Cosmetics	Diver Shoes	Diver Shoes	潜水鞋	潜水鞋	covered	83022
Casual_Feet_41	Cosmetics	Red Runners	Red Runners	红色跑鞋	红色跑鞋	covered	83023
Casual_Feet_42	Cosmetics	Blue Sneakers	Blue Sneakers	蓝色运动鞋	蓝色运动鞋	covered	83024
Casual_Feet_43	Cosmetics	Football Shoes	Football Shoes	足球鞋	足球鞋	covered	83025
Casual_Feet_48	Cosmetics	Strapped Boots	Strapped Boots	系带靴子	系带靴子	covered	83026
Casual_Feet_5	Cosmetics	White Runners	White Runners	白色跑鞋	白色跑鞋	covered	83027
Casual_Feet_50	Cosmetics	Monster Shoes	Monster Shoes	怪物鞋	怪物鞋	covered	83028
Casual_Feet_51	Cosmetics	Shark Shoes	Shark Shoes	鲨鱼鞋	鲨鱼鞋	covered	83029
Casual_Feet_52	Cosmetics	Duck Shoes	Duck Shoes	鸭子鞋	鸭子鞋	covered	83030
Casual_Feet_6	Cosmetics	Rose Runners	Red Runners	红色跑鞋	红色跑鞋	covered	83031
Casual_Feet_7	Cosmetics	Black Runners	Black Runners	黑色跑鞋	黑色跑鞋	covered	83032
Casual_Feet_8	Cosmetics	Blue Runners	Blue Runners	蓝色跑鞋	蓝色跑鞋	covered	83033
Casual_Feet_9	Cosmetics	Hipster High-Tops	Hipster Hightops	时髦高帮鞋	时髦高帮鞋	covered	83034
Casual_Hands_10	Cosmetics	Neko Gloves	Neko Gloves	猫咪手套	猫咪手套	covered	83062
Casual_Hands_11	Cosmetics	Bear Gloves	Bear Gloves	熊手套	熊手套	covered	83063
Casual_Hands_12	Cosmetics	Festive Gloves	Festive Gloves	节日手套	节日手套	covered	83064
Casual_Hands_13	Cosmetics	Red Boxing Gloves	Red Boxing Gloves	红色拳击手套	红色拳击手套	covered	83065
Casual_Hands_14	Cosmetics	Blue Boxing Gloves	Blue Boxing Gloves	蓝色拳击手套	蓝色拳击手套	covered	83066
Casual_Hands_15	Cosmetics	Football Gloves	Football Gloves	足球手套	足球手套	covered	83067
Casual_Hands_21	Cosmetics	Monster Gloves	Monster Gloves	怪物手套	怪物手套	covered	83068
Casual_Hands_22	Cosmetics	Duck Gloves	Duck Gloves	鸭子手套	鸭子手套	covered	83069
Casual_Hands_3	Cosmetics	Hiking Gloves	Hiking Gloves	登山手套	登山手套	covered	83070
Casual_Hands_4	Cosmetics	Leather Gloves	Leather Gloves	皮手套	皮手套	covered	83071
Casual_Hands_5	Cosmetics	Elf Gloves	Elf Gloves	精灵手套	精灵手套	covered	83072
Casual_Hands_8	Cosmetics	Bunny Gloves	Bunny Gloves	兔子手套	兔子手套	covered	83073
Casual_Hands_9	Cosmetics	Dino Gloves	Dino Gloves	恐龙手套	恐龙手套	covered	83074
Casual_Head_1	Cosmetics	Baseball Cap	Baseball Cap	棒球帽	棒球帽	covered	83085
Casual_Head_10	Cosmetics	Blue Cap	Blue Cap	蓝色帽	蓝色帽	covered	83086
Casual_Head_13	Cosmetics	Straw Hat	Straw Hat	草帽	草帽	covered	83087
Casual_Head_14	Cosmetics	Cowboy Hat	Cowboy Hat	牛仔帽	牛仔帽	covered	83088
Casual_Head_16	Cosmetics	Spring Hat	Spring Hat	春天的帽子	春天的帽子	covered	83089
Casual_Head_17	Cosmetics	Ribbon Hat	Ribbon Hat	丝带帽	丝带帽	covered	83090
Casual_Head_2	Cosmetics	Black Cap	Black Cap	黑色帽	黑色帽	covered	83091
Casual_Head_20	Cosmetics	Chicky Hat	Chicky Hat	小鸡帽	小鸡帽	covered	83092
Casual_Head_21	Cosmetics	Scout Hat	Scout Hat	斥候帽	斥候帽	covered	83093
Casual_Head_23	Cosmetics	Banana Hat	Banana Hat	香蕉帽	香蕉帽	covered	83094
Casual_Head_28	Cosmetics	Captain Hat	Captain Hat	船长帽	船长帽	covered	83095
Casual_Head_29	Cosmetics	Sailor Hat	Sailor Hat	水手帽	水手帽	covered	83096
Casual_Head_30	Cosmetics	Science Graduation Cap	Science Graduation Cap	科学毕业帽	科学毕业帽	covered	83097
Casual_Head_31	Cosmetics	Business Graduation Cap	Business Graduation Cap	商业毕业帽	商业毕业帽	covered	83098
Casual_Head_39	Cosmetics	Firefighter Hat	Fireman Hat	消防员帽	消防员帽	covered	83099
Casual_Head_4	Cosmetics	Hipster Cap	Hipster Cap	潮人帽	潮人帽	covered	83100
Casual_Head_41	Cosmetics	Red Bandit Bandana	Red Bandit Bandana	红色盗匪头巾	红色盗匪头巾	covered	83101
Casual_Head_42	Cosmetics	Blue Bandit Bandana	Blue Bandit Bandana	蓝色盗匪头巾	蓝色盗匪头巾	covered	83102
Casual_Head_46	Cosmetics	Royal Crown	Royal Crown	皇家王冠	皇家王冠	covered	83103
Casual_Head_5	Cosmetics	Black Beanie	Black Beanie	黑色针织帽	黑色针织帽	covered	83104
Casual_Head_6	Cosmetics	Blue Beanie	Blue Beanie	蓝色针织帽	蓝色针织帽	covered	83105
Casual_Head_7	Cosmetics	Snow Beanie	Snow Beanie	雪帽	雪帽	covered	83106
Casual_Head_8	Cosmetics	Artist Hat	Artist Hat	艺术家帽	艺术家帽	covered	83107
Casual_Legs_1	Cosmetics	Duck Pants	Duck Pants	鸭子长裤	鸭子长裤	covered	83159
Casual_Legs_10	Cosmetics	Monster Pants	Monster Pants	怪物长裤	怪物长裤	covered	83160
Casual_Legs_13	Cosmetics	Orange Shorts	Orange Shorts	橙色短裤	橙色短裤	covered	83161
Casual_Legs_15	Cosmetics	Tuxedo Pants	Tuxedo Pants	燕尾服长裤	燕尾服长裤	covered	83162
Casual_Legs_18	Cosmetics	Brown Cargo Pants	Brown Cargos	棕色工装长裤	棕色工装长裤	covered	83163
Casual_Legs_19	Cosmetics	Grey Cargo Pants	Grey Cargos	灰色工装裤	灰色工装裤	covered	83164
Casual_Legs_2	Cosmetics	Black Boxers	Black Boxers	黑色拳击手	黑色拳击手	covered	83165
Casual_Legs_20	Cosmetics	Black Cargo Pants	Black Cargos	黑色工装长裤	黑色工装长裤	covered	83166
